Serial number,Urdu word,Roman Urdu Words,English meaning of the word
6479,بھروسہ,bharosa,trust
6480,بھئی,bhy'i,Bro
6482,تصویروں,taṣvīroṉ,"oblique plural of تَصْوِیر (taṣvīr, “photograph”)"
6483,تعظیم,taa'ziim,"respect, reverence, honour, obeisance, adoration"
6484,تماشائی,tmashay'i,Spectator
6485,تمہید,tamhiid,"preamble, preface, introduction, excuse"
6486,تهے,thye,Thee
6487,جاگیر,jaagiir,"Land and villages given by government as a reward for services or as a fee, a rent-free gran"
6488,جھنڈے,jhanḍā,"flag, banner"
6489,جہلم,jihlam,"Jhelum (a city in Jhelum district, province of Punjab, Pakistan)"
6490,حیوان,haivān,beast; animal
6491,خال,xāl,beauty spot
6492,ختنہ,xatna,circumcision
6493,خیرات,KHairaat,"charity, alms"
6494,دید,diid,"sight, seeing,"
6495,دیوی,devii,a pious woman
6496,دیہاتی,dehaatii,"relating to a village, rural, rustic, villager"
6498,سد,sad,"obstruction, obstacle, impediment"
6499,سوگ,sog,"grief, sorrow, affliction, mourning"
6500,شا,shaa,king
6501,ظہر,zahr,the back
6502,قمری,qumrii,"a ring-dove, turtle-dove, laughing dove"
6503,لسان,lisān,tongue
6504,لنک,la.nk,heap
6505,لونڈیاں,lwnddian,The maids
6506,مارتے,mārnā,"to beat, hit, strike"
6508,مدرسۂ,madrasā,"madrasah, an Islamic school"
6509,مردان,mardān,"Mardan (a city in Mardan district, Khyber Pakhtunkhwa, Pakistan)"
6510,مست,mast,drunk
6511,مشابہ,mshabh,similar
6512,مشاہد,mshahd,Observation
6513,مفکر,mufakkir,"meditator, a thinker, considerate"
6514,ملاپ,milaap,"connection, intercourse, embracing, meeting, union, reconciliation, peace, pacification, union, friendship"
6515,مولویوں,mwlwiwn,The clerics
6516,ناچ,nāc,"dance, dancing"
6517,نعمان,n'man,Noman
6518,وعدوں,va'dõ,"oblique plural of وَعْدَہ (va'da, “promise”)"
6519,وفادار,vafaadaar,"(Metaphorically) faithful, trusty, true, loyal"
6520,ولایت,vilāyat,"province, state, realm, inhabited country or region"
6522,ٹیکسی,ṭaiksī,taxi
6524,پکارتے,pukārnā,"to call, summon"
6525,پھوپھی,phuuphii,"father's sister, paternal aunt"
6526,پھیلاؤ,phailāv,"dissemination, dispersion"
6528,کلیم,kaliim,"one who speaks to another, speaker, interlocutor"
6532,گزارتے,gzartye,spent
6533,گلا,galā,neck
6534,گھاس,ghās,grass
6536,ہولی,holī,Holi
6537,اجتماعیت,ijtimaa'iyat,collectivity
6538,اجل,ajal,"death, fate"
6539,اساسی,asāsī,"constitutive, fundamental, underlying"
6541,افرادی,afraadii,people
6543,اٹھیں,atthin,get up
6544,ایثار,iisaar,"sacrifice, selflessness, preferring, choosing"
6545,ایندھن,ii.ndhan,"fuel, firewood, cause (a fire) to burn more intensely"
6546,بااثر,baa-asar,"effective, influential, well-connected, having influence"
6547,بستہ,bastā,bag
6548,بصرہ,bsrh,Basra
6549,بصورت,ba-suurat,"in the case of, in the event of"
6551,تیاریاں,taiyārī,readiness
6552,ثمرات,samaraat,The fruits
6553,جزیرۂ,jazīra,island
6554,جمالی,jamaalii,a kind of red-fleshed musk-melon
6555,جوڑی,joṛnā,"to join, connect, link, unite, attach"
6556,حوصلے,ḥauṣala,"courage, bravery, patience"
6557,خاصے,KHaase,enough
6558,دبائو,dbay'w,pressure
6559,دھڑے,dha.De,"A body, band, party, side, faction, a weight (usually of ten ser)"
6560,دہشتگردوں,dhshtgrdwn,Terrorists
6561,روداد,rūyadād,"event, occurrence, incident"
6562,رہنماء,rhnma',The leader
6563,سرزد,sarzad,"happened, occurred,"
6564,سکور,sakorii,small earthen cup
6566,شعار,śi'ār,mark
6567,شعریات,she'riyaat,poetics
6568,صوتی,sautii,"vocal, phonic"
6569,ضامن,zaamin,"guarantor, bondsman"
6570,طرق,trq,Knock
6571,عیش,'aiś,"luxury, pleasure, delight"
6572,فرحت,farhat,"joy, gladness, pleasure, delight, cheerfulness, happiness, amusement, diversion, recreation"
6573,فواد,favaad,heart
6574,قربانیاں,qurbānī,sacrifice
6575,قطرے,qatra,drop/droplet (of liquid)
6576,مبہم,mub.ham,"hidden, ambiguous, equivocal, indistinct, doubtful, dubious"
6577,مرنا,marnā,"to die, to be dead"
6578,معرض,mo'riz,Exposed
6579,مچا,machaa,"celebrate, create"
6580,مکرمی,mukarramii,"(formula of address, especially at the beginning of a letter) My Respected Sir!"
6581,مینار,miinaar,"a tower, turret, steeple, spire, minaret"
6582,ناکافی,naakaafii,"insufficient, inadequate, not enough, poorly, not satisfying"
6583,پرچار,parcār,publicity
6584,پھلوں,phlwn,the fruits
6585,پیا,pīnā,to drink
6587,چاک,cāk,wheel
6588,ڈاک,ḍāk,"mail, post"
6591,کشوں,kshwn,Kush
6592,کلنگ,kala.ng,blemish
6593,گریبان,garebaan,"opening or breast of a shirt or similar garment through which the head passes, collar, neck"
6594,گھٹنے,ghuṭnā,knee
6595,ھوئی,hwy'i,It happened
6596,ہیبت,haibat,"awe, fear, fright, horror, dread, panic"
6597,یلغار,yalġār,"incursion, inroad, attack, assault, forced march (of an army)"
6598,اعراض,e'raaz,"evasion, shunning, turning aside, refusal, disregard, aversion"
6599,اعلامیہ,e'laamiyya,"declaration, communique, notification, press note"
6600,الحرام,muharram-ul-haraam,"venerable month of Moharram, first month of lunar calendar"
6601,الشریعہ,alshri'h,Sharia
6602,انبار,ambār,"heap, pile, stock"
6603,انوار,anvaar,"lights, rays of lights, very bright light, splendour"
6604,آرز,arz,"price, cost"
6607,بسم,bism,In the name of
6609,تصحیح,tas.hiih,"correction, rectification, amendment, emendation in text"
6610,توسط,tavassut,"mediation, agency"
6611,تھپڑ,thappa.D,"slap, smack, retort"
6612,تھک,thaknā,"to become tired, exhausted"
6613,تہجی,tahajjī,"alphabet, orthography"
6614,جدہ,jadda,"grandmother, granny"
6615,جلتے,jalnā,"to burn, be on fire"
6616,حاجیوں,hajiwn,Pilgrims
6617,حساسیت,hassaasiyyat,sensitivity
6618,خالصتاً,khalstan,Purely
6619,خامیوں,khamiwn,Flaws
6620,خانم,xānam,"a lady, a woman of rank, a princess; title of the wife of a ḵẖān"
6621,خریدا,xarīdnā,"to buy, to purchase"
6622,خو,KHuu,sweat
6623,خوبیوں,KHuubiyo.n kaa muraqqa',"Paragon, perfect example, model."
6624,خوری,KHorii,"act of eating, corroding"
6625,خیمہ,xaima,tent
6626,دوام,davaam,"everlasting, perpetual, perpetuity, permanently, always, eternally"
6627,دکھی,dukhii,"afflicted, in distress or pain, grieved, sorrowful, sad, unfortunate, miserable, wretched, sufferer"
6628,رسیدہ,rasiida,"arrived, received, ripe, mature, saintly, godly, perfect, , saint who has reached a stage of spiritual awareness"
6629,زرد,zard,yellow
6630,سرایت,saraayat,"penetration, absorption, effect influence"
6631,سلم,salam,advance payment
6632,سنہری,sunahrii,"of gold, golden, gilded, gold-coloured"
6633,شہوت,shahvat,"wish, desire, appetite,"
6634,طعن,taa'n,"blame, reproach, taunt, gibe, reproach, scoff, sneer"
6635,علاحدہ,'alaihida,"different, various"
6636,عمرانی,'imraanii,"social, societal"
6637,في,fii,"deceit, decoy, conspiracy"
6638,قصیدے,qasīde,"inflection of قَصِیدَہ (qasīda, “qasida; ode”):; direct plural"
6639,لاتعداد,laa-taa'daad,"countless, innumerable"
6640,لفظیات,lafziyaat,vocabulary
6641,لوٹے,loṭe,inflection of لوٹا (loṭā):; direct plural
6642,مصادر,masaadir,sentences from which various verbs and words emerge
6643,ملکوت,malakuut,"dominion, kingdom, divine, magnificence, unseen world, the world of angels or spirits, according to Islamic theology, the second world of the above nine worlds"
6644,منہاج,minhaaj,curriculum
6645,مومنین,mominīn,"formal plural of مومِن (momin, “believer”)"
6646,نااہل,nā-ahal,ineligible; incapable
6647,ناپید,naapaid,"non-existent, lost, missing, not available, unborn, extinct"
6648,نشریاتی,nashriyyaatii,"related to 'Nashariyat', broadcasting, advertisement, publication"
6649,نمو,numuu,"growth, vegetation, increase"
6650,وزرا,vuzarā,plural of وزیر (vazīr)
6651,وکلاء,wkla',Lawyers
6653,پزیر,paziiraa,"accepted, approved, recognized"
6655,پکڑنے,pkrrnye,to catch
6656,پیشوا,pishwa,Leader
6657,ڈھل,Dhal,mould
6658,کامیابیوں,kamiabiwn,Achievements
6659,کھائیں,khay'in,eat
6663,یادیں,yādẽ,direct plural of یاد (yād)
6664,یونہی,iwnhi,The same
6665,اختلافی,ixtilāfī,varied
6666,اغواء,aghwa',Kidnapping
6667,الحمد,al-hamd,first word of the first Sura of the Qur'an
6668,الشعرا,alsh'ra,The poets
6669,باسی,vāsī,"inhabitant, native"
6671,بہادری,bahādurī,"bravery, heroism"
6672,بہنیں,bahanẽ,direct plural of بَہَن (bahan)
6673,تلامذہ,talaamiza,"students, disciples, pupils, scholars"
6674,تناؤ,tnaw',Stress
6676,حیوانی,haivaanii,"beastly, brutal"
6677,داران,daaraa-nishaan,as powerful and majestic as king Darius
6678,دردناک,dard-naak,"painful, hurtful, sad, piteous, pathetic, piteous, sorrowful"
6679,دستے,dstye,Troops
6680,دیدی,diidii,elder sister
6683,ستار,sitaar,"sitar, large and long-necked lute with movable frets, played with a wire pick"
6685,سماع,samaa',one who gives a patient hearing
6687,سپہ,sipah,soldier
6688,سکھانے,sukhānā,to dry
6690,شاذ,shaaz,"rare, irregular, uncommon"
6691,شاعرانہ,shaa'iraana,"poetic, poetical imaginary, exaggerated"
6692,شہداء,śuhadā',formal plural of شہید (śahīd)
6693,ط,to'e,"The twenty-second letter of the Urdu alphabet, written in the Arabic script; preceded by ض and followed by ظ."
6694,فراغت,faraaGat,"leisure, respite (from labour or any other duty), freedom (from work or business), cessation (from work etc.)"
6695,فرضی,farzī,"false, fake"
6697,قدامہ,qdamh,Kudama
6698,قرضہ,qarẓa,debt (loan)
6699,قیمتیں,qimtin,Prices
6700,مانسہرہ,mānsahra,"Mansehra (a city in Mansehra district, Khyber Pakhtunkhwa, Pakistan)"
6701,مباح,mubaah,"allowed, or allowable (to be taken, or let alone, or done, or made use of, or possessed), allowable, lawful"
6702,مذھب,mthhb,The religion
6703,معدوم,maa'duum,"extinct, non-existent, absent, annihilated"
6704,مقید,muqayyad,"imprisoned, confined, shackled, fettered"
6705,مناسک,manaasik,"essentials, basic elements"
6708,نامناسب,naa-munaasib,"improper, inappropriate, unsuitable, unbecoming, indecorous, unfit"
6709,نبرد,nabard,"battle, engagement, war, contest"
6710,نتیجتاً,natījatan,"consequently, as a result"
6711,نجانے,najaane,Najane
6712,نیچی,niichii,"down, low,"
6713,ولا,valaa,"close, near"
6716,ٹکڑوں,ṭukṛā,"piece, fragment, section"
6717,پاؤ,pāv,foot
6718,پودے,paudā,plant
6720,چوٹی,choTii,"pigtail, a plaited lock of hair worn by women at the back, lock or wisp of hair on the crown of a Hindu's head"
6721,چھپائے,tchhpay'ye,Hide it
6722,چھپنے,chupnā,to hide
6723,ڈھنگ,Dha.ng se,"correctly, properly"
6725,کاہے,kaahe,"why, for what reason or purpose?"
6726,کرایہ,kiraaya,"fare, rent, hire, charges, freight"
6727,کلامی,kalaamii,"oral, spoken rather than written, talking, speech, conversation, the act of speaking"
6728,گاہے,gaahe,"often, sometimes, occasionally"
6729,گرانے,granye,to drop
6732,احاطے,ahaate,boundary
6733,اخوت,axuwat,brotherhood
6734,ازلی,azalii,"eternal without beginning, from all eternity, eternal, perpetual"
6735,العباد,haqqul-'ibaad,the right of common people
6736,الموافقات,almwafqat,Approvals
6737,اندراجات,indiraajaat,entries
6738,انکل,ãkal,uncle
6739,آمدید,amaddahmdid,welcome
6740,آمین,amaddahmin,Amen
6741,اپنائے,apnay'ye,adopt
6742,بتاؤ,btaw',tell me
6743,بستیوں,bastiyõ,"oblique plural of بَسْتِی (bastī, “settlement”)"
6744,بغض,buGz,"malice, grudge, spite, cattiness, rancour, animosity, hatred, jealousy"
6745,بڑھنا,baṛnā,to increase (in amount or intensity)
6746,بیاہ,byaah,"marriage, wedding, wedlock"
6747,تراویح,tarāvīh,tarawih (an extra prayer performed by Sunni Muslims at night in the month of Ramadan)
6748,توانا,tavānā,powerful
6749,تہذیبوں,ththibwn,Civilizations
6750,جرائد,jray'd,Journals
6751,جماعتی,jma'ti,Partisan
6752,جڑا,ja.Daa,"framed, studded"
6753,حوا,havvaa,"(Literal) reddish black, dark lipped"
6754,خانی,KHaanii,proud to be a 'Khan'
6755,خاکی,xākī,khaki
6756,خرچہ,KHarcha,"costs, expenses, charges"
6757,راکٹ,rākiṭ,rocket
6758,رسمی,rasmī,usual
6760,رکاوٹیں,rkawttin,Obstacles
6761,زاویہ,zaaviya,a point of view
6762,زمبابوے,zmbabwye,Zimbabwe
6763,زیور,zevar,"jewellery, ornament"
6764,ساحلی,sāhilī,coastal
6765,ساقی,sāqī,cupbearer
6766,سجا,sajaa,Embellished
6767,سرا,sarā'e,"inn, hotel"
6768,سرگودھا,sargodhā,"Sargodha (a city in Sargodha district, Punjab, Pakistan)"
6769,سقوط,suquut,"fall, defeat, capitulation"
6770,سواے,sivaa.e,"besides, except, without, but, over and above"
6771,سہولتیں,suhūlat,facility (ie. something provided)
6772,سیمی,siimii,"silvery, of silver colour, white, Metaphorically: beautiful"
6773,سیون,siivan,"seven, stitching, service"
6774,سیکھنا,sīkhnā,to learn
6775,شاہین,śāhīn,"falcon, especially the peregrine falcon subspecies Falco peregrinus peregrinator."
6776,شرما,sharmaa,"shame, bashfulness, modesty"
6778,شہد,šahd,honey
6780,فلسفۂ,falsafa,philosophy
6782,قرابت,qaraabat,"kinship, relationship, kindred, affinity"
6783,قران,qran,The Qur'an
6784,قرضے,qarẓa,debt (loan)
6785,قطار,qitār,"queue, line, row"
6786,لڑنا,laṛnā,"to fight, combat; battle"
6787,مجیب,mujiib,"one who listens to or grants, one who responds, one who accepts"
6788,مراسم,maraasim,"customs, rules, relations, usages, dealings, rules, regulations"
6789,مشرکانہ,mushrikaana,"like heretic, like infidels"
6790,مطہرات,mutahharaat,"innocent, a chaste woman"
6791,معلم,mu'allim,teacher
6792,معمولات,maa'muulaat,"routines, usage, established, custom, practice"
6793,مکانی,makaanii,"resident, spatial, related to home or house, regional, local"
6794,مہلک,mohlik,"baneful, fatal, lethal, mortal, deadly, vital, (part of the body)"
6795,میدانوں,maidān,"ground, field, arena"
6796,نانا,nānā,maternal grandfather
6797,نفل,nafl,"voluntary act of religion, religious work of supererogation, the observance of which is not compulsory"
6799,وردی,vardii,"uniform (of a soldier, etc.), livery, badge or dress of office"
6800,وید,ved,Vedas
6803,پرچہ,parca,exam paper
6805,چمچ,cammac,spoon; ladle
6806,ڈنمارک,ḍinmārk,Denmark (a country in Northern Europe)
6807,کاتب,kātib,"writer, calligrapher"
6808,کاٹنا,kāṭnā,"to cut, to slice"
6809,کھیتی,khetii,"agriculture, farming, husbandry, crop, tillage"
6810,کیک,kek,cake
6811,گزرنا,guzarnaa,"informing, to inform the ruler or the king of something"
6812,گلوبل,gul-o-bulbul,"flower and nightingale, means: lover and beloved"
6813,ھمارے,hmarye,Our
6814,ہیرا,hīrā,diamond
6815,استعماری,iste'maarii,"colonial, imperialist, imperialistic"
6816,اعتزاز,a'tzaz,Respect
6817,انکاری,inkārī,denial
6818,انگلیوں,uṅglī,finger
6819,آزمائش,amaddahzmay'sh,The test
6821,بازیابی,baazyaabii,"recovery, recovery, getting back, to discover, find again"
6822,باندھے,bāndhnā,to tie; fasten
6823,بائبل,bay'bl,The Bible
6825,بردہ,barda,"bondsman, bondsmaid, serf, slave, slave girl"
6826,برق,barq,electricity
6827,بستے,basnā,"to settle down, to settle in, to prosper"
6828,بلندیوں,blndiwn,Heights
6829,بچو,bacco,"vocative plural of بَچَّہ (bacca, “kid; boy”)"
6830,بڑھانا,ba.Dhaanaa,"increase, enlarge, grow, expand"
6831,بکری,bakrī,nanny goat (a female goat)
6833,بھوکے,bhūke,"inflection of بُھوکا (bhūkā, “hungry; starved”):; direct masculine plural"
6834,تراکیب,taraakiib,"methods, plans"
6835,جاہلی,jahli,Ignorance
6836,جنگیں,jngin,The wars
6837,جوتوں,jūtõ,"oblique plural of جُوتا (jūtā, “shoe”)"
6838,حدیثوں,hadīs,a narration (ie. statement)
6839,حصار,hisaar,"besieging, encompassing, surrounding"
6840,حمیت,hamiyyat,"sense of honour, concern, regard"
6841,خانۂ,xāna,"place, site, dwelling, house"
6842,خاکہ,KHaaka,"plan, layout, design, mapping, sketch, draft, outline, shape, trace"
6843,خبیث,KHabiis,"bad, wicked, depraved, corrupt, evil, filthy, foul, impure, mean"
6844,دلانا,dilaanaa,"put in possession, consign, cause to give, cause to yield, cause to pay"
6845,دھرنوں,dhrnwn,sit-ins
6846,رشد,rushd,"being in the right way, rectitude, moral uprightness, discernment, maturity, wisdom, right way, way of truth"
